filename,archiveType,proxyObservationType,units,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
SP13SUSA.lpd,Speleothem,D18O,permil,Air Temperature,NA,NA,NA
SP13SUSA.lpd,Speleothem,D18O,permil,Precipitation Isotope,NA,NA,NA
SP14APPE.lpd,Speleothem,D18O,permil,NA,NA,NA,NA
SP14APPE.lpd,Speleothem,D18O,permil,Precipitation Isotope,NA,NA,NA
SP14APPE.lpd,Speleothem,NA,cm,NA,NA,NA,NA
SP98KUCN.lpd,Speleothem,D18O,permil,NA,NA,NA,NA
SP98KUCN.lpd,Speleothem,D18O,permil,Precipitation Isotope,NA,NA,NA
SP98KUCN.lpd,Speleothem,D18O,permil,NA,NA,NA,NA
SP99DEUS.lpd,Speleothem,D18O,permil,Precipitation Isotope,NA,NA,NA
SS03HAJA.lpd,Sclerosponge,D18O,permil,NA,NA,NA,NA
SS03HAJA.lpd,Sclerosponge,D18O,permil,D18O Seawater,NA,NA,NA
SS03HAJA.lpd,Sclerosponge,D18O,permil,Water Temperature,NA,NA,NA
SS05ROES.lpd,Sclerosponge,D18O,permil,NA,Subsurface  136 M,NA,NA
SS05ROES.lpd,Sclerosponge,D18O,permil,Water Temperature,Subsurface  136 M,,NA
SS05ROES.lpd,Sclerosponge,D18O,permil,Salinity,Subsurface  136 M,,NA
SS05ROTN.lpd,Sclerosponge,D18O,permil,NA,Subsurface  143 M,NA,NA
SS05ROTN.lpd,Sclerosponge,D18O,permil,Water Temperature,Subsurface  143 M,,NA
SS05ROTN.lpd,Sclerosponge,D18O,permil,Salinity,Subsurface  143 M,,NA
SS05ROTN.lpd,Sclerosponge,Sr/Ca,unitless,NA,NA,NA,NA
TR04EVLI.lpd,Wood,D18O,permil,Precipitation Amount,NA,NA,NA
TR04EVLI.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR04EVLI.lpd,Wood,NA,cm,NA,NA,NA,NA
TR06TRBO.lpd,Wood,D18O,permil,Precipitation Amount,NA,NA,NA
TR06TRBO.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR07RECA.lpd,Wood,D18O,permil,Temperature And Precipitation,NA,NA,NA
TR07RECA.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR07RECA.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR07REVI.lpd,Wood,D18O,permil,Temperature And Precipitation,NA,NA,NA
TR07REVI.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR08HORA.lpd,Wood,D18O,permil,Precipitation Amount,NA,NA,NA
TR08HORA.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR08THCO.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR08THCO.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR08VOOL.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR08VOOL.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR10ANMO.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR10ANMO.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR10ANMO.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR10ANMO.lpd,Wood,NA,cm,NA,NA,NA,NA
TR11BAPU.lpd,Wood,D18O,permil,Precipitation Amount,NA,NA,NA
TR11BAPU.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR11BAPU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11BAPU.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR11BAVO.lpd,Wood,D18O,permil,Precipitation Amount,NA,NA,NA
TR11BAVO.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR11BAVO.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11BAVO.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR11GRTP.lpd,Wood,D18O,permil,D18O Of Precipitation,NA,NA,NA
TR11GRTP.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR11GRTP.lpd,Wood,NA,AD,NA,NA,NA,NA
TR11MAJA.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11MAJA.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR11MAJA.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11MAPE.lpd,Wood,D18O,permil,Precipitation Amount,NA,NA,NA
TR11MAPE.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR11MAPE.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11SAHU00.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11SAHU00.lpd,Wood,D18O,permil,NA,Surface,NA,NA
TR11SAHU00.lpd,Wood,D18O,permil,Relative Humidity,Surface,Relative Humidity,NA
TR11SAHU00.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR11SAHU00.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Air Temperature,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR11XUPH.lpd,Wood,D18O,NA,Precipitation And Evaporation,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Air Temperature,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,NA,Palmer Drought Severity Index,NA,NA,NA
TR12SAMU.lpd,Wood,D18O,NA,Precipitation And Evaporation,NA,NA,NA
TR13JOAR.lpd,Wood,NA,AD,NA,NA,NA,NA
TR13JOAR.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOAR.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOAR.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOAR.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOAR.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOAR.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOJS.lpd,Wood,NA,AD,NA,NA,NA,NA
TR13JOJS.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOJS.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOJS.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOJS.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOJS.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOJS.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOPC.lpd,Wood,NA,AD,NA,NA,NA,NA
TR13JOPC.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOPC.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOPC.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOPC.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOPC.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOPC.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOPC.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13JOPC.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13SAWA00.lpd,Wood,D18O,permil,Precipitation Amount,NA,NA,NA
TR13SAWA00.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR13SAWA00.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR15NACA.lpd,Wood,D18O,permil,Air Temperature,NA,NA,NA
TR15NACA.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR15YOLL.lpd,Wood,D18O,permil,Precipitation Amount,NA,NA,NA
TR15YOLL.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR15YONW.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR15YONW.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR16LAAN.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR16LAAN.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR16LAFO.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR16LAFO.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR17GRTP.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR17GRTP.lpd,Wood,D18O,permil,Evapotranspiration,NA,NA,NA
TR17SAMA.lpd,Wood,D18O,permil,Precipitation Amount,NA,NA,NA
TR17SAMA.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR17SAMA.lpd,Wood,D18O,permil,NA,Surface,NA,NA
TR17SAMA.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR17SAMA.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR17SAMA.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR17SAMA.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR18GRPM.lpd,Wood,NA,AD,NA,NA,NA,NA
TR18GRPM.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR18GRPM.lpd,Wood,D18O,permil,Precipitation Isotope,NA,NA,NA
TR18XUGA00.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR18XUGA00.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR18XUJA00.lpd,Wood,D18O,permil,Palmer Drought Severity Index,NA,NA,NA
TR18XUJA00.lpd,Wood,D18O,permil,Precipitation And Evaporation,NA,NA,NA
TR19LEBR.lpd,Wood,NA,AD,NA,NA,NA,NA
TR19LEBR.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR19LEBR.lpd,Wood,D18O,permil,Evapotranspiration,NA,NA,NA
TR19LEBR.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR19LEBR.lpd,Wood,D18O,permil,Evapotranspiration,NA,NA,NA
TR19LECR.lpd,Wood,NA,AD,NA,NA,NA,NA
TR19LECR.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR19LECR.lpd,Wood,D18O,permil,Evapotranspiration,NA,NA,NA
TR19LEFC.lpd,Wood,NA,AD,NA,NA,NA,NA
TR19LEFC.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR19LEFC.lpd,Wood,D18O,permil,Evapotranspiration,NA,NA,NA
TR19LEFC.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR19LEFC.lpd,Wood,D18O,permil,Evapotranspiration,NA,NA,NA
TR19LEOU.lpd,Wood,NA,AD,NA,NA,NA,NA
TR19LEOU.lpd,Wood,D18O,permil,NA,NA,NA,NA
TR19LEOU.lpd,Wood,D18O,permil,Evapotranspiration,NA,NA,NA
167_1017E.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
167_1017E.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
167_1017E.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
167_1017E.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
182_1132B.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
182_1132B.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
182_1132B.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
323_U1340A.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
323_U1340A.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
323_U1340A.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
323_U1340A.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
323_U1340A.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
90_594.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
90_594.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
90_594.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
90_594.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
90_594.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
AHF_16832.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
AHF_16832.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
AHF_16832.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
ASV13_1200.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
ASV13_1200.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
ASV13_1200.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
ASV13_1200.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
B997_328.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
B997_328.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
B997_330.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
B997_330.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
BP00_07_05.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
BP00_07_05.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
BP00_07_05.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
BP00_07_05.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
BP00_07_05.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
BP00_07_05.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
BP00_07_05.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
BP00_07_05.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
CH69_K09.lpd,marine sediment,Ice-Rafted Debris,no/g,NA,NA,NA,NA
CH69_K09.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
CH69_K09.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
CH69_K09.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
CHN82_24_4PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
CHN82_24_4PC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9209_1JPC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9209_1JPC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9209_1JPC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9209_1JPC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9209_1JPC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9209_1JPC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9209_1JPC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9209_1JPC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9209_1JPC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9209_1JPC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9209_2JPC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9209_2JPC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9209_3JPC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9209_3JPC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9504_02PC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9504_02PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9504_02PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9504_03PC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9504_03PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9504_03PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9504_04PC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9504_04PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9504_04PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9504_05PC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9504_05PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9504_05PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9504_08PC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9504_08PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9504_08PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9504_09PC.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
EW9504_09PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
EW9504_09PC.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
FR01_97_12.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
FR01_97_12.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
FR01_97_12.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
FR01_97_12.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
FR01_97_12.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
FR01_97_12.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
FR01_97_12.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
FR01_97_12.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
FR01_97_12.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
FR01_97_12.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
FR01_97_12.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
FR01_97_12.lpd,marine sediment,Dry Bulk Density,g/cm3,NA,NA,NA,NA
GeoB12615_4.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB12615_4.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB12615_4.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB12615_4.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB12615_4.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
GeoB13731_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB1711_4.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB1711_4.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
GeoB1711_4.lpd,marine sediment,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA
GeoB1711_4.lpd,marine sediment,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA
GeoB1711_4.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
GeoB1711_4.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB1711_4.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB1711_4.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
GeoB1720_2.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
GeoB1720_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB1720_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB3104_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB3104_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB3104_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB3104_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB3104_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB3104_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB3104_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB3104_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB3104_1.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
GeoB3104_1.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
GeoB3202_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB3202_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB3202_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB3202_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB3202_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB3202_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB3808_6.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB3808_6.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB4223_2.lpd,marine sediment,Dry Bulk Density,g/cm3,NA,NA,NA,NA
GeoB4223_2.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
GeoB4223_2.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
GeoB4223_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB4223_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB4223_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB4223_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB5844_2.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
GeoB5844_2.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
GeoB5844_2.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
GeoB5844_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB5844_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB5844_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB5844_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB5844_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB9508_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB9508_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB9508_5.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
GeoB9508_5.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
GeoB9508_5.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
GeoB9508_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB9508_5.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
GeoB9508_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB9526_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB9526_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoB9526_5.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
GeoB9526_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoB9526_5.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
GeoB9526_5.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
GeoTu_SL148.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoTu_SL148.lpd,marine sediment,NA,permil PDB,NA,NA,NA,NA
GeoTu_SL148.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GeoTu_SL148.lpd,marine sediment,NA,permil PDB,NA,NA,NA,NA
GeoTu_SL148.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoTu_SL148.lpd,marine sediment,NA,permil PDB,NA,NA,NA,NA
GeoTu_SL148.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GeoTu_SL148.lpd,marine sediment,NA,permil PDB,NA,NA,NA,NA
GIK13289_2.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
GIK13289_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK13289_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
