coordinates,publication,filename,archiveType,variableType,description,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
"[-44.47, 5.64, -3528]",PalMod1_0_1,EW9209_2JPC.lpd,marine sediment,measured,18O,D18O,permil PDB,NA,NA,NA,NA,NA
"[-44.26, 5.31, -3288]",PalMod1_0_1,EW9209_3JPC.lpd,marine sediment,measured,13C,D13C,permil PDB,NA,NA,NA,NA,NA
"[-44.26, 5.31, -3288]",PalMod1_0_1,EW9209_3JPC.lpd,marine sediment,measured,18O,D18O,permil PDB,NA,NA,NA,NA,NA
"[-117.5833, 31.25, -2042]",PalMod1_0_1,EW9504_02PC.lpd,marine sediment,measured,C_mckannai_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-117.5833, 31.25, -2042]",PalMod1_0_1,EW9504_02PC.lpd,marine sediment,measured,C_mckannai_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-117.5833, 31.25, -2042]",PalMod1_0_1,EW9504_02PC.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-117.58, 32.05, -1299]",PalMod1_0_1,EW9504_03PC.lpd,marine sediment,measured,d13Cc_mckan,D13C,permil PDB,NA,NA,NA,NA,NA
"[-117.58, 32.05, -1299]",PalMod1_0_1,EW9504_03PC.lpd,marine sediment,measured,d18Oc_mckan,D18O,permil PDB,NA,NA,NA,NA,NA
"[-117.58, 32.05, -1299]",PalMod1_0_1,EW9504_03PC.lpd,marine sediment,measured,d18Og_bull,D18O,permil PDB,NA,NA,NA,NA,NA
"[-118.4, 32.04, -1759]",PalMod1_0_1,EW9504_04PC.lpd,marine sediment,measured,C_mckannai_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-118.4, 32.04, -1759]",PalMod1_0_1,EW9504_04PC.lpd,marine sediment,measured,C_mckannai_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-118.4, 32.04, -1759]",PalMod1_0_1,EW9504_04PC.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-118.1333, 32.4833, -1818]",PalMod1_0_1,EW9504_05PC.lpd,marine sediment,measured,C_mckannai_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-118.1333, 32.4833, -1818]",PalMod1_0_1,EW9504_05PC.lpd,marine sediment,measured,C_mckannai_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-118.1333, 32.4833, -1818]",PalMod1_0_1,EW9504_05PC.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-118.8, 32.8, -1442]",PalMod1_0_1,EW9504_08PC.lpd,marine sediment,measured,C_mckannai_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-118.8, 32.8, -1442]",PalMod1_0_1,EW9504_08PC.lpd,marine sediment,measured,C_mckannai_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-118.8, 32.8, -1442]",PalMod1_0_1,EW9504_08PC.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-119.95, 32.95, -1194]",PalMod1_0_1,EW9504_09PC.lpd,marine sediment,measured,C_mckannai_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-119.95, 32.95, -1194]",PalMod1_0_1,EW9504_09PC.lpd,marine sediment,measured,C_mckannai_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-119.95, 32.95, -1194]",PalMod1_0_1,EW9504_09PC.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[154.0278, -23.6694, -990.5]",PalMod1_0_1,FR01_97_12.lpd,marine sediment,measured,G_ruber_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[154.0278, -23.6694, -990.5]",PalMod1_0_1,FR01_97_12.lpd,marine sediment,measured,G_ruber_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[154.0278, -23.6694, -990.5]",PalMod1_0_1,FR01_97_12.lpd,marine sediment,measured,G_sacculifer_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[154.0278, -23.6694, -990.5]",PalMod1_0_1,FR01_97_12.lpd,marine sediment,measured,G_sacculifer_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[154.0278, -23.6694, -990.5]",PalMod1_0_1,FR01_97_12.lpd,marine sediment,measured,Cibicidoides_spp_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[154.0278, -23.6694, -990.5]",PalMod1_0_1,FR01_97_12.lpd,marine sediment,measured,Cibicidoides_spp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[154.0278, -23.6694, -990.5]",PalMod1_0_1,FR01_97_12.lpd,marine sediment,measured,G_truncatulinoides_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[154.0278, -23.6694, -990.5]",PalMod1_0_1,FR01_97_12.lpd,marine sediment,measured,G_truncatulinoides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[154.0278, -23.6694, -990.5]",PalMod1_0_1,FR01_97_12.lpd,marine sediment,measured,G_menardii_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[154.0278, -23.6694, -990.5]",PalMod1_0_1,FR01_97_12.lpd,marine sediment,measured,G_menardii_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[154.0278, -23.6694, -990.5]",PalMod1_0_1,FR01_97_12.lpd,marine sediment,measured,CaCO3_percent,Caco3,percent,NA,NA,NA,NA,NA
"[154.0278, -23.6694, -990.5]",PalMod1_0_1,FR01_97_12.lpd,marine sediment,measured,DBD_g_cm3,Dry Bulk Density,g/cm3,NA,NA,NA,NA,NA
"[39.8408, -7.1383, -446]",PalMod1_0_1,GeoB12615_4.lpd,marine sediment,measured,P_ariminensis_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[39.8408, -7.1383, -446]",PalMod1_0_1,GeoB12615_4.lpd,marine sediment,measured,P_ariminensis_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[39.8408, -7.1383, -446]",PalMod1_0_1,GeoB12615_4.lpd,marine sediment,measured,G_ruber_ss_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[39.8408, -7.1383, -446]",PalMod1_0_1,GeoB12615_4.lpd,marine sediment,measured,G_ruber_ss_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[39.8408, -7.1383, -446]",PalMod1_0_1,GeoB12615_4.lpd,marine sediment,measured,G_ruber_ss_Mg_Ca_mmol_mol,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[-2.5537, 35.4133, -362]",PalMod1_0_1,GeoB13731_1.lpd,marine sediment,measured,C_kullenbergi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[12.3767, -23.315, -1967]",PalMod1_0_1,GeoB1711_4.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[12.3767, -23.315, -1967]",PalMod1_0_1,GeoB1711_4.lpd,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[12.3767, -23.315, -1967]",PalMod1_0_1,GeoB1711_4.lpd,marine sediment,measured,C37_3Me_ng_g,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
"[12.3767, -23.315, -1967]",PalMod1_0_1,GeoB1711_4.lpd,marine sediment,measured,C37_2Me_ng_g,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
"[12.3767, -23.315, -1967]",PalMod1_0_1,GeoB1711_4.lpd,marine sediment,measured,UK'37,Uk37,NA,NA,NA,NA,NA,NA
"[12.3767, -23.315, -1967]",PalMod1_0_1,GeoB1711_4.lpd,marine sediment,measured,G_inflata_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[12.3767, -23.315, -1967]",PalMod1_0_1,GeoB1711_4.lpd,marine sediment,measured,G_inflata_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[12.3767, -23.315, -1967]",PalMod1_0_1,GeoB1711_4.lpd,marine sediment,measured,CaCO3_percent,Caco3,percent,NA,NA,NA,NA,NA
"[13.8348, -28.9937, -1997]",PalMod1_0_1,GeoB1720_2.lpd,marine sediment,measured,uk37,Uk37,NA,NA,NA,NA,NA,NA
"[13.8348, -28.9937, -1997]",PalMod1_0_1,GeoB1720_2.lpd,marine sediment,measured,d13Cc_wuell,D13C,permil PDB,NA,NA,NA,NA,NA
"[13.8348, -28.9937, -1997]",PalMod1_0_1,GeoB1720_2.lpd,marine sediment,measured,d18Oc_wuell,D18O,permil PDB,NA,NA,NA,NA,NA
"[-37.7167, -3.6667, -767]",PalMod1_0_1,GeoB3104_1.lpd,marine sediment,measured,P_ariminensis_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-37.7167, -3.6667, -767]",PalMod1_0_1,GeoB3104_1.lpd,marine sediment,measured,P_ariminensis_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-37.7167, -3.6667, -767]",PalMod1_0_1,GeoB3104_1.lpd,marine sediment,measured,C_pseudoungerianus_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-37.7167, -3.6667, -767]",PalMod1_0_1,GeoB3104_1.lpd,marine sediment,measured,C_pseudoungerianus_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-37.7167, -3.6667, -767]",PalMod1_0_1,GeoB3104_1.lpd,marine sediment,measured,G_sacculifer_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-37.7167, -3.6667, -767]",PalMod1_0_1,GeoB3104_1.lpd,marine sediment,measured,G_sacculifer_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-37.7167, -3.6667, -767]",PalMod1_0_1,GeoB3104_1.lpd,marine sediment,measured,G_ruber_p_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-37.7167, -3.6667, -767]",PalMod1_0_1,GeoB3104_1.lpd,marine sediment,measured,G_ruber_p_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-37.7167, -3.6667, -767]",PalMod1_0_1,GeoB3104_1.lpd,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[-37.7167, -3.6667, -767]",PalMod1_0_1,GeoB3104_1.lpd,marine sediment,measured,CaCO3_percent,Caco3,percent,NA,NA,NA,NA,NA
"[-39.9783, -21.6167, -1090]",PalMod1_0_1,GeoB3202_1.lpd,marine sediment,measured,G_sacculifer_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-39.9783, -21.6167, -1090]",PalMod1_0_1,GeoB3202_1.lpd,marine sediment,measured,G_sacculifer_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-39.9783, -21.6167, -1090]",PalMod1_0_1,GeoB3202_1.lpd,marine sediment,measured,G_ruber_p_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-39.9783, -21.6167, -1090]",PalMod1_0_1,GeoB3202_1.lpd,marine sediment,measured,G_ruber_p_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-39.9783, -21.6167, -1090]",PalMod1_0_1,GeoB3202_1.lpd,marine sediment,measured,U_peregrina_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-39.9783, -21.6167, -1090]",PalMod1_0_1,GeoB3202_1.lpd,marine sediment,measured,U_peregrina_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-14.7117, -30.8117, -3213]",PalMod1_0_1,GeoB3808_6.lpd,marine sediment,measured,Foram_bent_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-14.7117, -30.8117, -3213]",PalMod1_0_1,GeoB3808_6.lpd,marine sediment,measured,Foram_bent_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-12.4667, 29.0167, -775]",PalMod1_0_1,GeoB4223_2.lpd,marine sediment,measured,DBD_g_cm3,Dry Bulk Density,g/cm3,NA,NA,NA,NA,NA
"[-12.4667, 29.0167, -775]",PalMod1_0_1,GeoB4223_2.lpd,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[-12.4667, 29.0167, -775]",PalMod1_0_1,GeoB4223_2.lpd,marine sediment,measured,CaCO3_percent,Caco3,percent,NA,NA,NA,NA,NA
"[-12.4667, 29.0167, -775]",PalMod1_0_1,GeoB4223_2.lpd,marine sediment,measured,G_bulloides_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-12.4667, 29.0167, -775]",PalMod1_0_1,GeoB4223_2.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-12.4667, 29.0167, -775]",PalMod1_0_1,GeoB4223_2.lpd,marine sediment,measured,U_peregrina_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-12.4667, 29.0167, -775]",PalMod1_0_1,GeoB4223_2.lpd,marine sediment,measured,U_peregrina_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[34.6817, 27.7135, -963]",PalMod1_0_1,GeoB5844_2.lpd,marine sediment,measured,CaCO3_percent,Caco3,percent,NA,NA,NA,NA,NA
"[34.6817, 27.7135, -963]",PalMod1_0_1,GeoB5844_2.lpd,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[34.6817, 27.7135, -963]",PalMod1_0_1,GeoB5844_2.lpd,marine sediment,measured,UK37_calculated,Uk37,NA,NA,NA,NA,NA,NA
"[34.6817, 27.7135, -963]",PalMod1_0_1,GeoB5844_2.lpd,marine sediment,measured,G_ruber_w_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[34.6817, 27.7135, -963]",PalMod1_0_1,GeoB5844_2.lpd,marine sediment,measured,C_acicula_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[34.6817, 27.7135, -963]",PalMod1_0_1,GeoB5844_2.lpd,marine sediment,measured,L_inflata_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[34.6817, 27.7135, -963]",PalMod1_0_1,GeoB5844_2.lpd,marine sediment,measured,C_mabahethi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[34.6817, 27.7135, -963]",PalMod1_0_1,GeoB5844_2.lpd,marine sediment,measured,B_marginata_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-17.948, 15.4983, -2384]",PalMod1_0_1,GeoB9508_5.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-17.948, 15.4983, -2384]",PalMod1_0_1,GeoB9508_5.lpd,marine sediment,measured,Cibicidoides_spp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-17.948, 15.4983, -2384]",PalMod1_0_1,GeoB9508_5.lpd,marine sediment,measured,UK'37,Uk37,NA,NA,NA,NA,NA,NA
"[-17.948, 15.4983, -2384]",PalMod1_0_1,GeoB9508_5.lpd,marine sediment,measured,Mg_Ca_mmol_mol,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[-17.948, 15.4983, -2384]",PalMod1_0_1,GeoB9508_5.lpd,marine sediment,measured,G_inflata_Mg_Ca_mmol_mol,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[-17.948, 15.4983, -2384]",PalMod1_0_1,GeoB9508_5.lpd,marine sediment,measured,G_inflata_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-17.948, 15.4983, -2384]",PalMod1_0_1,GeoB9508_5.lpd,marine sediment,measured,G_bulloides_Mg_Ca_mmol_mol,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[-17.948, 15.4983, -2384]",PalMod1_0_1,GeoB9508_5.lpd,marine sediment,measured,G_bulloides_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-18.0567, 12.435, -3223]",PalMod1_0_1,GeoB9526_5.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-18.0567, 12.435, -3223]",PalMod1_0_1,GeoB9526_5.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-18.0567, 12.435, -3223]",PalMod1_0_1,GeoB9526_5.lpd,marine sediment,measured,Mg_Ca_mmol_mol,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[-18.0567, 12.435, -3223]",PalMod1_0_1,GeoB9526_5.lpd,marine sediment,measured,G_ruber_p_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-18.0567, 12.435, -3223]",PalMod1_0_1,GeoB9526_5.lpd,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[-18.0567, 12.435, -3223]",PalMod1_0_1,GeoB9526_5.lpd,marine sediment,measured,CaCO3_percent,Caco3,percent,NA,NA,NA,NA,NA
"[24.0963, 39.7538, -1094]",PalMod1_0_1,GeoTu_SL148.lpd,marine sediment,measured,P_ariminensis_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[24.0963, 39.7538, -1094]",PalMod1_0_1,GeoTu_SL148.lpd,marine sediment,measured,Std_dev_plus_minus_Planulina_ariminensis_d13C,NA,permil PDB,NA,NA,NA,NA,NA
"[24.0963, 39.7538, -1094]",PalMod1_0_1,GeoTu_SL148.lpd,marine sediment,measured,U_mediterranea_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[24.0963, 39.7538, -1094]",PalMod1_0_1,GeoTu_SL148.lpd,marine sediment,measured,Std_dev_plus_minus_Uvigerina_mediterranea_d13C,NA,permil PDB,NA,NA,NA,NA,NA
"[24.0963, 39.7538, -1094]",PalMod1_0_1,GeoTu_SL148.lpd,marine sediment,measured,P_ariminensis_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[24.0963, 39.7538, -1094]",PalMod1_0_1,GeoTu_SL148.lpd,marine sediment,measured,Std_dev_plus_minus_Planulina_ariminensis_d18O,NA,permil PDB,NA,NA,NA,NA,NA
"[24.0963, 39.7538, -1094]",PalMod1_0_1,GeoTu_SL148.lpd,marine sediment,measured,U_mediterranea_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[24.0963, 39.7538, -1094]",PalMod1_0_1,GeoTu_SL148.lpd,marine sediment,measured,Std_dev_plus_minus_Uvigerina_mediterranea_d18O,NA,permil PDB,NA,NA,NA,NA,NA
"[-18.0092, 18.0732, -2485]",PalMod1_0_1,GIK13289_2.lpd,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[-18.0092, 18.0732, -2485]",PalMod1_0_1,GIK13289_2.lpd,marine sediment,measured,U_peregrina_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-18.0092, 18.0732, -2485]",PalMod1_0_1,GIK13289_2.lpd,marine sediment,measured,U_peregrina_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-18.0092, 18.0732, -2485]",PalMod1_0_1,GIK13289_2.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-18.0092, 18.0732, -2485]",PalMod1_0_1,GIK13289_2.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-26.5433, 44.36, -3050]",PalMod1_0_1,GIK15612_2.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-26.5433, 44.36, -3050]",PalMod1_0_1,GIK15612_2.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-26.5433, 44.36, -3050]",PalMod1_0_1,GIK15612_2.lpd,marine sediment,measured,Uvigerina_sp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-26.5433, 44.36, -3050]",PalMod1_0_1,GIK15612_2.lpd,marine sediment,measured,Uvigerina_sp_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-26.5433, 44.36, -3050]",PalMod1_0_1,GIK15612_2.lpd,marine sediment,measured,Foram_plankt_number,Foraminifera Abundance,counts,NA,NA,NA,NA,NA
"[-26.5433, 44.36, -3050]",PalMod1_0_1,GIK15612_2.lpd,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-26.5433, 44.36, -3050]",PalMod1_0_1,GIK15612_2.lpd,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-26.5433, 44.36, -3050]",PalMod1_0_1,GIK15612_2.lpd,marine sediment,measured,G_bulloides_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-26.5433, 44.36, -3050]",PalMod1_0_1,GIK15612_2.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-26.5433, 44.36, -3050]",PalMod1_0_1,GIK15612_2.lpd,marine sediment,measured,DBD_g_cm3,Dry Bulk Density,g/cm3,NA,NA,NA,NA,NA
"[-26.5433, 44.36, -3050]",PalMod1_0_1,GIK15612_2.lpd,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[-18.9867, 27.005, -3849]",PalMod1_0_1,GIK15637_1.lpd,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[-18.9867, 27.005, -3849]",PalMod1_0_1,GIK15637_1.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-16.6567, 52.4483, -3653]",PalMod1_0_1,GIK17045_2.lpd,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[-16.6567, 52.4483, -3653]",PalMod1_0_1,GIK17045_2.lpd,marine sediment,measured,N_pachyderma_d_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-16.6567, 52.4483, -3653]",PalMod1_0_1,GIK17045_2.lpd,marine sediment,measured,N_pachyderma_d_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-16.6567, 52.4483, -3653]",PalMod1_0_1,GIK17045_2.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-16.6567, 52.4483, -3653]",PalMod1_0_1,GIK17045_2.lpd,marine sediment,measured,G_bulloides_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-16.6567, 52.4483, -3653]",PalMod1_0_1,GIK17045_2.lpd,marine sediment,measured,G_inflata_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-16.6567, 52.4483, -3653]",PalMod1_0_1,GIK17045_2.lpd,marine sediment,measured,G_inflata_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-16.6567, 52.4483, -3653]",PalMod1_0_1,GIK17045_2.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-16.6567, 52.4483, -3653]",PalMod1_0_1,GIK17045_2.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-16.665, 52.425, -3663]",PalMod1_0_1,GIK17045_3.lpd,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[-16.665, 52.425, -3663]",PalMod1_0_1,GIK17045_3.lpd,marine sediment,measured,N_pachyderma_d_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-16.665, 52.425, -3663]",PalMod1_0_1,GIK17045_3.lpd,marine sediment,measured,N_pachyderma_d_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-16.665, 52.425, -3663]",PalMod1_0_1,GIK17045_3.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-16.665, 52.425, -3663]",PalMod1_0_1,GIK17045_3.lpd,marine sediment,measured,G_bulloides_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-16.665, 52.425, -3663]",PalMod1_0_1,GIK17045_3.lpd,marine sediment,measured,G_inflata_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-16.665, 52.425, -3663]",PalMod1_0_1,GIK17045_3.lpd,marine sediment,measured,G_inflata_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-16.665, 52.425, -3663]",PalMod1_0_1,GIK17045_3.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-16.665, 52.425, -3663]",PalMod1_0_1,GIK17045_3.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-16.665, 52.425, -3663]",PalMod1_0_1,GIK17045_3.lpd,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-16.665, 52.425, -3663]",PalMod1_0_1,GIK17045_3.lpd,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-26.725, 55.26, -3331]",PalMod1_0_1,GIK17049_6.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-26.725, 55.26, -3331]",PalMod1_0_1,GIK17049_6.lpd,marine sediment,measured,G_bulloides_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-26.725, 55.26, -3331]",PalMod1_0_1,GIK17049_6.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-26.725, 55.26, -3331]",PalMod1_0_1,GIK17049_6.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-26.725, 55.26, -3331]",PalMod1_0_1,GIK17049_6.lpd,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-26.725, 55.26, -3331]",PalMod1_0_1,GIK17049_6.lpd,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
